management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,sic
3.1111112,3.4000001,3.2,3,5.7990928,10,10,"Family owned, family CEO",Japan,0,1,0,3,Japan,26
1.4444444,1.4,1.4,1.1666666,5.1357985,,2,"Family owned, family CEO",,0,0,100,0,Japan,34
3.5555556,4.1999998,3.8,3,5.7004437,,10,Dispersed Shareholders,,0,0,95,2,Japan,32
2.5555556,3,2.4000001,2.1666667,5.7037826,,5,Dispersed Shareholders,Japan,0,1,70,30,Japan,30
3.0555556,3.2,3,2.5,5.6347895,,10,Dispersed Shareholders,,0,0,10,0,Japan,34
3.1111112,4.1999998,3,2.1666667,5.9914646,,10,"Family owned, family CEO",Japan,0,1,90,40,Japan,30
3.5555556,4,3.8,3.1666667,5.9401712,3,10,"Family owned, family CEO",Japan,0,1,90,30,Japan,30
2.9444444,3.4000001,2.5999999,2.8333333,6.8023949,,10,Dispersed Shareholders,Japan,0,1,70,30,Japan,35
2.8888888,3.2,2.8,2.6666667,4.7874918,,10,Private Individuals,,0,0,95,30,Japan,34
3.1111112,3.2,3.2,3.1666667,5.521461,0,10,"Family owned, family CEO",,0,0,3,10,Japan,34
2,2.8,1.2,1.8333334,5.9914646,,10,Dispersed Shareholders,Japan,0,1,25,10,Japan,34
2.5555556,3.2,3,1.5,5.480639,,6,Other,,0,0,28,1,Japan,35
4.0555553,4.5999999,3.5999999,4,6.9077554,,10,Dispersed Shareholders,Japan,0,1,70,2,Japan,34
3.7222223,3,4.1999998,4,6.4907236,,10,Dispersed Shareholders,Japan,0,1,100,35,Japan,35
3.7222223,4,3.8,3.6666667,6.4769726,75,9,Dispersed Shareholders,,0,0,50,30,Japan,35
2.8333333,4,2.8,2.5,5.3375382,,10,"Family owned, family CEO",,0,0,30,30,Japan,36
3,2.8,3.4000001,3,5.2574954,0,10,"Family owned, family CEO",,0,0,0,23,Japan,36
3.9444444,4,3.5999999,4.1666665,7.3132205,,5,Dispersed Shareholders,US,1,0,50,0,Japan,35
3.7777777,4.1999998,3.5999999,3.6666667,7.8980398,70,5,Dispersed Shareholders,US,1,0,63,30,Japan,35
3.0555556,3.4000001,3.4000001,2.8333333,5.8861041,,6,"Family owned, family CEO",,0,0,60,30,Japan,32
3,3.2,3.2,2.8333333,5.768321,3,10,"Family owned, family CEO",,0,0,24,0,Japan,36
3,2.5999999,4.8000002,2,5.1357985,,10,Managers,,0,0,50,0,Japan,28
2.8888888,3.5999999,2.8,2.3333333,5.0106354,5,5,Dispersed Shareholders,,0,0,50,0,Japan,28
3.8125,4.4000001,3.4000001,3,7.7406645,,10,Dispersed Shareholders,Japan,0,1,,,Japan,30
2.3888888,3.2,2.8,1.8333334,5.857933,,5,"Family owned, family CEO",Japan,0,1,60,60,Japan,26
2.9444444,3,2.8,2.8333333,6.253829,,3,Dispersed Shareholders,Japan,0,1,95,0,Japan,32
3.1111112,4.1999998,3.4000001,2.1666667,6.1092477,,5,Dispersed Shareholders,Japan,0,1,99,10,Japan,32
3.3888888,3.5999999,3.8,2.8333333,6.1070228,20,3,Dispersed Shareholders,,0,0,100,10,Japan,32
3.0555556,3.5999999,3,2.6666667,6.1092477,,10,Private Individuals,,0,0,50,0,Japan,20
2.8888888,3.4000001,3.2,2.8333333,5.521461,,8,"Family owned, family CEO",,0,0,85,30,Japan,34
3.3333333,3.8,3.2,2.6666667,5.5984221,,6,Private Individuals,,0,0,,1,Japan,27
3.1666667,3.8,3.5999999,2.3333333,7.6962128,15,10,Dispersed Shareholders,,0,0,100,15,Mexico,20
3.8888888,4.1999998,4,3.6666667,6.3099184,40,5,Dispersed Shareholders,,0,0,100,60,Mexico,32
3.4444444,4.1999998,3.5999999,2.5,4.7184987,100,3,Dispersed Shareholders,US,1,0,50,0,Mexico,37
2.3888888,2.8,2.2,2.1666667,5.0875964,100,10,Dispersed Shareholders,US,1,0,75,0,Mexico,30
1.6666666,1.8,1.6,1.5,5.5606818,30,10,"Family owned, family CEO",,0,0,10,0,Mexico,22
2.8333333,3.4000001,2.8,2.5,6.1136823,0,10,"Family owned, external CEO",,0,0,100,10,Mexico,20
3.1666667,3.2,3.2,3.3333333,5.9914646,10,10,Founder,,0,0,30,0,Mexico,26
2.4444444,3.2,2.5999999,2,5.3659759,70,2,Founder,,0,0,100,0,Mexico,30
3.1666667,3.8,3.2,2.6666667,4.7004805,30,6,"Family owned, external CEO",,0,0,100,10,Mexico,33
1.7222222,1.8,1.8,1.8333334,4.8675346,0,10,"Family owned, family CEO",,0,0,80,0,Mexico,27
2,2.2,2.4000001,1.8333334,8.0063677,,10,Private Individuals,US,1,0,80,0,Mexico,20
2.6111112,3.2,2.4000001,2,6.3279366,100,2,Dispersed Shareholders,,0,0,100,5,Mexico,37
2.6666667,3,3.4000001,1.5,6.1092477,100,10,Private Individuals,Canada,1,0,100,65,Mexico,31
2.2777777,1.8,2.4000001,2.3333333,5.857933,90,10,Founder,,0,0,100,0,Mexico,23
3.7777777,4,3.5999999,3.8333333,7.3132205,70,2,Dispersed Shareholders,UK,1,0,98,7,Mexico,30
4,4.1999998,4.4000001,3.8333333,5.9135032,70,4,Dispersed Shareholders,Mexico,0,1,100,15,Mexico,28
3,3.5999999,3.2,2.3333333,7.1853871,12,10,"Family owned, family CEO",,0,0,100,20,Mexico,28
3.1111112,4,2.8,2.3333333,6.2146082,,3,"Family owned, family CEO",,0,0,100,90,Mexico,33
2.8333333,2.8,3.2,3,5.1817837,20,4,Dispersed Shareholders,Germany,1,0,100,13,Mexico,28
2.3888888,2.2,1.6,3,5.2983174,25,5,Dispersed Shareholders,Mexico,0,1,100,20,Mexico,37
3.8888888,4.1999998,3.8,3.8333333,6.2146082,5,10,"Family owned, family CEO",,0,0,50,0,Mexico,30
3.3888888,4.4000001,3.4000001,2.8333333,8.4338112,60,10,Private Individuals,Luxembourg,1,0,100,2,Mexico,33
2.9444444,3.8,3,2.5,7.0900769,1,5,Private Individuals,Mexico,0,1,100,50,Mexico,33
3.3888888,3.8,3.4000001,3.1666667,4.9904327,50,3,Dispersed Shareholders,US,1,0,90,0,Mexico,29
3.1666667,3.5999999,2.8,2.8333333,5.857933,80,5,"Family owned, external CEO",Germany,1,0,80,50,Mexico,35
3.3333333,3.8,3.2,3.3333333,6.253829,10,10,Dispersed Shareholders,,0,0,100,60,Mexico,28
2,2,1.8,2.5,4.9052749,92,10,"Family owned, family CEO",,0,0,100,10,Mexico,34
2.1666667,2.5999999,2,2.3333333,5.3936276,40,6,"Family owned, external CEO",,0,0,100,0,Mexico,36
3.7777777,4,4.4000001,3.1666667,7.3132205,1,10,Founder,,0,0,50,10,Mexico,29
2.8333333,3,2.8,2.6666667,6.5510802,0,10,"Family owned, family CEO",,0,0,60,0,Mexico,34
3.1111112,3.4000001,2.8,3.1666667,6.3969297,25,6,"Family owned, family CEO",,0,0,100,25,Mexico,28
3.2222223,4,3.4000001,2.5,5.0106354,60,4,"Family owned, external CEO",Germany,1,0,100,2,Mexico,22
3.5555556,4,3.4000001,3.3333333,6.7452364,50,5,"Family owned, family CEO",,0,0,100,10,Mexico,20
3.2222223,3.4000001,3.5999999,2.6666667,6.2146082,0,10,Founder,,0,0,80,10,Mexico,23
3.7222223,4,4,3.1666667,7.6009026,25,10,"Family owned, family CEO",,0,0,100,40,Mexico,39
2.7222223,3.5999999,2.2,2.3333333,6.3969297,15,3,"Family owned, external CEO",,0,0,100,1,Mexico,20
2.6666667,3.2,2.2,2.3333333,5.8861041,0,10,"Family owned, family CEO",,0,0,70,10,Mexico,26
2.3333333,2.4000001,2.5999999,2.1666667,6.9077554,5,4,"Family owned, family CEO",,0,0,18,0,Mexico,22
3.7222223,3.8,3.5999999,3.6666667,5.9914646,15,10,"Family owned, family CEO",,0,0,10,0,Mexico,28
3,3.5999999,3.2,2.1666667,7.3132205,100,4,Dispersed Shareholders,Mexico,0,1,100,10,Mexico,31
2.4444444,3,2.2,2.3333333,4.6728287,70,5,Dispersed Shareholders,Belgium,1,0,100,60,Mexico,28
2.6111112,2.5999999,3,2.3333333,6.2146082,20,10,"Family owned, family CEO",,0,0,100,0,Mexico,20
1.5555556,1,1.4,2.3333333,5.521461,0,10,"Family owned, family CEO",,0,0,100,2,Mexico,30
3.4117646,3.8,3.8,2.8,5.7037826,10,2,Private Equity,,0,0,80,0,Mexico,35
2.8888888,3.5999999,2.4000001,2.5,5.4380794,50,10,"Family owned, family CEO",,0,0,100,10,Mexico,28
3.3888888,4,3.5999999,2.6666667,5.9401712,60,10,Other,Japan,1,0,100,60,Mexico,36
3,3.5999999,2.2,2.8333333,5.4380794,70,5,Other,Sweden,1,0,80,0,Mexico,30
3.5,4.1999998,3.2,3,5.521461,10,10,Private Individuals,,0,0,80,0,Mexico,28
4.3333335,5,4.1999998,3.8333333,7.0030656,60,10,Dispersed Shareholders,,0,0,100,1,Mexico,32
2.1666667,2.5999999,1.8,2,5.9914646,40,10,Private Individuals,,0,0,100,15,Mexico,34
2.8888888,3.4000001,2.8,2.5,5.857933,15,10,Founder,,0,0,100,,Mexico,28
2.5,2.8,3.2,2.1666667,4.6051702,1,10,Dispersed Shareholders,,0,0,100,25,Mexico,28
3.7222223,4,3.8,3.5,6.5510802,40,10,Dispersed Shareholders,,0,0,80,0,Mexico,32
3.7777777,4.1999998,4,3.1666667,6.9077554,90,3,Dispersed Shareholders,US,1,0,70,,Mexico,35
3.7222223,3.5999999,3.5999999,4,6.8023949,70,10,Private Individuals,,0,0,80,0,Mexico,30
3.3333333,3.8,3.2,2.8333333,5.4161005,90,2,Dispersed Shareholders,Germany,1,0,50,0,Mexico,36
3.5,4,3.5999999,3.3333333,5.1357985,10,10,Dispersed Shareholders,Japan,1,0,83,16,Mexico,35
3.4444444,4.1999998,3.2,3.1666667,5.857933,20,10,Private Individuals,,0,0,80,0,Mexico,30
1.7222222,2.4000001,1.4,1.6666666,5.7037826,90,5,Private Individuals,,0,0,80,10,Mexico,34
2.3333333,2.5999999,2.2,2.1666667,5.0106354,25,5,Other,Spain,1,0,100,80,Mexico,35
2.8888888,3.4000001,3.2,2.8333333,4.7449322,20,4,Private Individuals,,0,0,100,70,Mexico,20
2.2777777,2.5999999,2.2,2.5,5.2983174,0,1,Founder,,0,0,100,5,Mexico,39
2.4444444,2.5999999,2.2,2.6666667,6.2146082,50,10,Founder,Mexico,0,1,100,,Mexico,35
3.1666667,3.5999999,3.2,2.8333333,4.9972124,70,10,"Family owned, external CEO",Mexico,0,1,100,30,Mexico,33
4.3333335,4.1999998,4.5999999,4,7.3132205,50,3,Dispersed Shareholders,US,1,0,100,5,Mexico,35
2.8888888,2.8,3.4000001,2.8333333,4.6051702,20,10,Dispersed Shareholders,US,1,0,100,0,Mexico,20
3.6666667,4.1999998,3.8,2.8333333,5.5451775,100,10,Dispersed Shareholders,US,1,0,57,5,Mexico,34
1.5,1.8,1.2,1.6666666,5.7037826,10,10,Founder,,0,0,100,0,Mexico,34
2.6111112,3,2.5999999,2.5,6.2146082,20,3,"Family owned, family CEO",,0,0,100,50,Mexico,26
2.6666667,3.4000001,2.2,2,5.521461,40,10,Founder,,0,0,50,0,Mexico,25
3.6111112,4,3.2,3.5,6.4297194,35,10,Founder,,0,0,100,0,Mexico,22
3,3,3.2,3,5.9914646,0,10,Private Individuals,,0,0,90,0,Mexico,27
2.0555556,2.2,1.6,2.3333333,6.1633148,15,5,Founder,,0,0,100,0,Mexico,22
2.2777777,2.4000001,2.2,2.6666667,4.7874918,0,10,"Family owned, family CEO",,0,0,100,20,Mexico,27
3.7777777,3.8,3.8,3.6666667,6.3099184,15,2,Other,Sweden,1,0,100,30,Mexico,26
1.5555556,1.4,1.4,2,5.0106354,0,10,Founder,,0,0,0,0,Mexico,23
3.3333333,3,3.5999999,3.6666667,5.2470241,40,10,"Family owned, family CEO",,0,0,37,9,Mexico,25
2.5,2.8,2.4000001,2.5,5.1929569,0,10,Private Individuals,,0,0,90,3,Mexico,28
1.8888888,2.4000001,1.8,1.8333334,5.2983174,70,10,Private Individuals,,0,0,100,18,Mexico,34
3.1111112,4,3.4000001,2,5.768321,0,4,Dispersed Shareholders,,0,0,100,50,Mexico,20
3.7222223,4,3.5999999,3.5,8.0063677,60,5,Dispersed Shareholders,US,1,0,100,,Mexico,32
3.6111112,4,3.5999999,3.1666667,5.7037826,70,3,Other,Germany,1,0,100,25,Mexico,37
3.7222223,4.8000002,4.1999998,2.5,6.7345915,100,10,Other,US,1,0,40,0,Mexico,37
3.0555556,3.5999999,2.8,2.6666667,6.3969297,20,10,Founder,,0,0,100,2,Mexico,28
3.0555556,3.4000001,3.2,2.6666667,5.0106354,60,5,Dispersed Shareholders,Germany,1,0,100,80,Mexico,37
3.5,3.5999999,3,4,6.6970344,50,2,Government,France,1,0,100,20,Mexico,36
1.5555556,2.2,1.2,1.5,5.7037826,0,0,Founder,,0,0,80,0,Mexico,32
2.2777777,2.2,1.8,2.8333333,4.7874918,0,6,Founder,,0,0,7,0,Mexico,27
3.7222223,4,3.8,3.3333333,6.9077554,100,10,Dispersed Shareholders,US,1,0,100,30,Mexico,38
3,3.5999999,2.8,2.3333333,8.0063677,70,10,Dispersed Shareholders,Norway,1,0,100,40,Mexico,36
2.4444444,3.2,2,2.1666667,5.2983174,2,6,"Family owned, family CEO",,0,0,90,0,Mexico,28
3.2222223,3.4000001,3,3.5,4.8283138,95,10,Dispersed Shareholders,Belgium,1,0,83,21,Mexico,28
3.5555556,4,3.4000001,3.5,6.6846118,0,2,Dispersed Shareholders,US,1,0,100,2,Mexico,20
3.2222223,3.2,3.2,3.3333333,5.9914646,2,3,Dispersed Shareholders,US,1,0,99,20,Mexico,20
3.1111112,3.5999999,3.4000001,2.5,6.856462,20,10,Dispersed Shareholders,Germany,1,0,100,10,Mexico,34
3.8333333,4.1999998,4,3.1666667,7.0900769,70,2,Dispersed Shareholders,US,1,0,90,5,Mexico,35
4.3888888,4.4000001,4.5999999,4.1666665,6.5510802,75,4,"Family owned, external CEO",Denmark,1,0,100,25,Mexico,35
3.2777777,3.4000001,3.4000001,3,6.1092477,0,10,"Family owned, external CEO",,0,0,100,0,Mexico,28
3.4444444,3.8,3.8,3,5.9661469,80,10,Founder,Germany,1,0,100,70,Mexico,30
3.2777777,3.8,2.8,3.1666667,6.0161572,100,2,Private Individuals,US,1,0,100,70,Mexico,37
3.0555556,3.4000001,3.4000001,2.1666667,6.5510802,,10,Dispersed Shareholders,US,1,0,100,10,Mexico,34
3.7222223,3.8,3.5999999,3.6666667,5.2983174,20,10,Founder,,0,0,100,80,Mexico,34
3.1666667,3.5999999,3.8,2.3333333,7.3132205,15,2,Dispersed Shareholders,Sweden,1,0,90,5,Mexico,26
4.2777777,4.8000002,4.1999998,4.1666665,6.7452364,80,3,Dispersed Shareholders,US,1,0,100,15,Mexico,36
3,4,2.5999999,2.1666667,6.6846118,100,10,Dispersed Shareholders,US,1,0,100,40,Mexico,36
1.7777778,1.6,2,2,5.9914646,0,10,Founder,,0,0,20,0,Mexico,23
4.2222223,4.1999998,4.4000001,4.3333335,5.7037826,1,5,"Family owned, family CEO",,0,0,100,8,Mexico,31
2.8333333,3.5999999,3.2,2.3333333,4.7621741,0,10,Founder,US,1,0,100,4,Mexico,26
3.3333333,3.4000001,3.4000001,3.1666667,7.0900769,40,10,Founder,,0,0,90,15,Mexico,22
3.7222223,4.1999998,3.5999999,3.5,5.6347895,30,4,Dispersed Shareholders,US,1,0,37,0,Mexico,28
4.0555553,4.1999998,4,4.1666665,7.8240461,85,4,Dispersed Shareholders,Singapore,1,0,80,20,Mexico,30
3.2222223,3.5999999,3.2,2.6666667,4.8283138,98,10,Private Individuals,,0,0,10,0,Mexico,37
2.5555556,3.2,2.4000001,2,5.521461,10,10,Private Individuals,Mexico,0,1,40,10,Mexico,35
3.1111112,3.5999999,3.2,2.6666667,6.9077554,15,5,"Family owned, family CEO",US,1,0,100,0,Mexico,20
3.2777777,3.8,3.4000001,2.6666667,6.8394766,100,6,Dispersed Shareholders,Canada,1,0,100,20,Mexico,25
1.6111112,2.4000001,1.6,1.1666666,4.8441873,60,5,Founder,,0,0,90,90,Mexico,30
1.7222222,1.8,2,1.6666666,4.8675346,5,10,Founder,,0,0,17,0,Mexico,27
2.0555556,2.8,1.8,2,4.7874918,20,10,Founder,,0,0,100,0,Mexico,28
3.2222223,3.8,3.2,2.5,8.0063677,40,10,Private Individuals,Germany,1,0,100,7,Mexico,37
3.1111112,3.4000001,3.2,2.8333333,4.7004805,0,10,Founder,,0,0,80,0,Mexico,28
2.1111112,2.5999999,1.8,2,5.1929569,30,3,Founder,,0,0,100,40,Mexico,30
2.7222223,3.4000001,2.8,2,4.8283138,50,10,Private Individuals,,0,0,70,0,Mexico,37
2.4444444,2.5999999,2.4000001,2.8333333,4.8675346,1,10,Founder,,0,0,50,2,Mexico,27
1.8333334,2.2,1,2.5,4.7874918,0,10,Founder,,0,0,100,2,Mexico,22
3.3888888,4,3.2,3.5,5.2983174,80,3,Dispersed Shareholders,UK,1,0,100,10,Mexico,28
2.8333333,3.5999999,2.5999999,2.5,6.2146082,0,4,"Family owned, family CEO",,0,0,85,0,Mexico,35
2.3888888,2.8,1.8,2.3333333,4.9416423,90,7,Dispersed Shareholders,US,1,0,100,30,Mexico,36
2.6666667,3.4000001,2.4000001,2.3333333,6.7214255,0,2,"Family owned, external CEO",,0,0,10,1,Mexico,20
3.1666667,3.5999999,3.4000001,2.6666667,6.6200733,15,10,Private Individuals,Chile,1,0,100,0,Mexico,26
3.0555556,3.8,2.5999999,2.6666667,6.2146082,,2,"Family owned, family CEO",,0,0,100,0,Mexico,20
2.6111112,3.4000001,2,2.5,4.7874918,5,5,"Family owned, external CEO",,0,0,60,50,Mexico,34
1.8333334,2,1.8,2,5.0751739,35,5,"Family owned, family CEO",,0,0,100,16,Mexico,34
2.9444444,3.4000001,2.8,2.6666667,7.6009026,75,7,"Family owned, external CEO",Germany,1,0,60,11,Mexico,30
2.2222223,2.8,2.4000001,2,4.7874918,0,5,"Family owned, external CEO",,0,0,80,,Mexico,20
2.2777777,2.8,1.8,2.6666667,5.2983174,80,10,"Family owned, family CEO",,0,0,90,0,Mexico,23
2.8888888,3.5999999,2.4000001,3,6.6200733,0,10,Founder,,0,0,100,0,Mexico,28
2.8333333,3,2.5999999,2.8333333,6.5510802,60,10,"Family owned, family CEO",,0,0,70,0,Mexico,20
2.7777777,3.2,2.5999999,2.5,6.6846118,50,3,Dispersed Shareholders,Germany,1,0,100,20,Mexico,38
3.2777777,3.8,3,3,5.7525725,40,10,Private Individuals,,0,0,50,5,Mexico,32
2.5555556,3.2,2.4000001,2.6666667,5.521461,50,10,Founder,,0,0,80,10,Mexico,25
3.3333333,4,3.2,2.8333333,5.3132062,60,10,"Family owned, external CEO",,0,0,100,30,Mexico,37
3.5,3.5999999,3.4000001,3.6666667,7.0900769,100,2,Dispersed Shareholders,US,1,0,100,20,Mexico,36
4.1666665,4.5999999,4.4000001,3.8333333,4.6539602,80,10,Dispersed Shareholders,France,1,0,50,0,Mexico,30
2.2777777,2.4000001,2,2.5,5.7037826,10,10,Private Individuals,,0,0,100,,Mexico,28
3.6666667,4,3.8,3.3333333,8.0063677,95,1,Other,Taiwan,1,0,100,2,Mexico,36
3.6111112,4,3.8,3.1666667,6.6200733,20,5,Founder,Canada,1,0,60,2,Mexico,34
2.3888888,2.8,2.4000001,2.5,5.3471074,0,10,"Family owned, family CEO",,0,0,2,0,Mexico,25
3.1666667,3.5999999,3.5999999,2.6666667,4.7874918,0,10,"Family owned, external CEO",,0,0,90,10,Mexico,34
3.2222223,3.2,3,3.5,6.1312265,40,10,Dispersed Shareholders,Mexico,0,1,100,20,Mexico,28
1.8333334,2.2,1.6,2,6.3969297,0,1,"Family owned, family CEO",,0,0,90,10,Mexico,27
3.5555556,4.1999998,3.5999999,3,6.2146082,80,5,Private Individuals,France,1,0,100,30,Mexico,31
3.6111112,4,3.4000001,3.5,6.2146082,10,10,"Family owned, external CEO",,0,0,50,0,Mexico,34
2.5,3,2,2.3333333,5.1357985,100,3,Founder,US,1,0,50,0,Mexico,39
2.6111112,3,3.2,2,5.1984968,15,3,Dispersed Shareholders,,0,0,100,40,Mexico,33
2.1666667,2.8,1.4,2.3333333,4.9416423,0,10,Founder,,0,0,100,10,Mexico,34
3.4444444,3.8,3.4000001,3.1666667,5.9914646,,1,Dispersed Shareholders,Canada,1,0,100,0,Mexico,37
2.3333333,2.2,2.4000001,2.3333333,6.2146082,,1,Founder,,0,0,100,40,Mexico,37
2.5,3,2.2,2.5,5.2983174,15,4,Founder,,0,0,70,10,Mexico,24
1.7222222,1.6,1.6,2.1666667,5.9914646,0,3,Private Individuals,,0,0,50,2,Mexico,33
3,3.5999999,3,2.3333333,6.5510802,95,10,"Family owned, external CEO",Germany,1,0,100,0,Mexico,37
3.9444444,4.1999998,4,3.5,6.2915692,90,5,Dispersed Shareholders,US,1,0,100,60,Mexico,35
3.1666667,3.4000001,3.2,3,5.7620516,60,1,Private Individuals,,0,0,100,10,Mexico,28
2.3888888,2.8,2.5999999,2.3333333,6.3969297,15,4,Private Individuals,,0,0,100,4,Mexico,28
3.5555556,4.1999998,3.8,2.6666667,5.9401712,100,4,Private Equity,US,1,0,100,5,Mexico,37
1.6111112,1.8,1.4,1.8333334,6.3099184,5,10,Private Individuals,,0,0,85,20,Mexico,20
2.3333333,2.5999999,2,2.1666667,5.768321,0,8,Founder,,0,0,100,2,Mexico,23
1.3888888,1.4,1.6,1.3333334,4.7874918,0,3,Private Individuals,,0,0,50,20,Mexico,20
2.2222223,2.4000001,2.4000001,2,4.7449322,80,6,Founder,,0,0,100,80,Mexico,37
3.8333333,4.5999999,3.2,3.5,5.0106354,100,10,"Family owned, family CEO",,0,0,100,90,Mexico,33
2.6666667,2.4000001,2.8,3.3333333,4.6539602,0,10,Private Individuals,,0,0,67,0,Mexico,34
3.6666667,4,3.5999999,3.3333333,5.2983174,100,5,Dispersed Shareholders,US,1,0,100,40,Mexico,36
2.1666667,2.5999999,2.2,2.1666667,5.1357985,5,10,Founder,,0,0,30,0,Mexico,25
1.2777778,1.2,1.4,1.3333334,5.0106354,0,5,"Family owned, family CEO",,0,0,100,3,Mexico,20
1.6666666,2.4000001,1.4,1.5,4.7874918,0,4,"Family owned, family CEO",,0,0,50,0,Mexico,23
4.5,5,4.5999999,3.8333333,7.4383836,3,10,"Family owned, external CEO",US,1,0,100,30,Mexico,20
3.7222223,3.8,4,3.3333333,5.2983174,20,3,Dispersed Shareholders,,0,0,100,35,Mexico,35
3.4444444,3.5999999,3.4000001,3.1666667,4.7874918,80,10,Dispersed Shareholders,Mexico,0,1,100,20,Mexico,37
2.2777777,2.8,2.2,2.3333333,5.9401712,80,5,Dispersed Shareholders,US,1,0,15,3,Mexico,30
3.4444444,3.2,4,3.6666667,5.9914646,80,10,Founder,,0,0,33,0,Mexico,31
2.1111112,2.2,2.8,1.8333334,5.0751739,20,10,Private Individuals,,0,0,70,0,Mexico,28
2.2777777,3.2,2.4000001,1.3333334,6.1737862,15,3,Founder,,0,0,95,10,Mexico,20
2.5555556,2.8,2.5999999,2.3333333,5.5451775,10,10,"Family owned, family CEO",,0,0,50,3,Mexico,25
2.3333333,2.8,2.4000001,2.3333333,5.5606818,2,10,Dispersed Shareholders,Belgium,1,0,70,0,Mexico,20
3.0555556,3.2,3,2.8333333,5.1929569,10,10,Founder,,0,0,100,0,Mexico,38
2.8888888,3.4000001,3,2.3333333,5.7235851,30,10,Private Individuals,,0,0,80,60,Mexico,22
1.8888888,2,1.6,2.3333333,4.7874918,0,10,Founder,,0,0,90,60,Mexico,20
3.4444444,4,3.2,3,5.2983174,50,3,"Family owned, family CEO",US,1,0,100,20,Mexico,34
3,3.4000001,2.5999999,3.3333333,5.857933,25,3,"Family owned, external CEO",,0,0,85,5,Mexico,33
2.8888888,2.8,2.5999999,3,7.6009026,45,10,Other,,0,0,100,20,Mexico,24
3.1666667,3.2,3.4000001,2.8333333,6.2146082,5,2,Dispersed Shareholders,Australia,1,0,20,1,New Zealand,34
2.7222223,2.8,3.2,2,5.4380794,85,10,Private Individuals,US,1,0,70,20,New Zealand,20
2.3333333,2.4000001,2.4000001,2.3333333,5.521461,95,10,"Family owned, family CEO",,0,0,33,2,New Zealand,20
2.8333333,3,2.5999999,2.6666667,5.857933,100,8,"Family owned, family CEO",New Zealand,0,1,33,67,New Zealand,20
2.7222223,2.8,3,2,5.7037826,0,4,"Family owned, family CEO",,0,0,0,0,New Zealand,27
3.9444444,4.5999999,4,3.1666667,6.1092477,50,10,Private Equity,New Zealand,0,1,90,10,New Zealand,26
3.7777777,4,4,3.3333333,7.3132205,20,10,Dispersed Shareholders,France,1,0,90,2,New Zealand,36
3.5555556,3.4000001,3.8,3.3333333,5.7037826,85,10,"Family owned, family CEO",New Zealand,0,1,100,30,New Zealand,20
3,2.8,3,3.1666667,5.857933,50,9,Dispersed Shareholders,Malaysia,1,0,2,0,New Zealand,30
3.2222223,3.4000001,3.4000001,2.8333333,6.5510802,,4,Government,,0,0,40,1,Poland,35
3.4444444,3.2,4.4000001,3.3333333,5.9914646,30,10,Government,,0,0,50,2,Poland,35
2.7222223,3.2,3,2.6666667,5.2257466,,10,Government,,0,0,50,5,Poland,33
2.1764705,1.8,1.5,3.3333333,5.2983174,,6,Government,,0,0,30,30,Poland,37
3.1666667,3.8,2.5999999,2.8333333,5.4889379,64,5,Dispersed Shareholders,Germany,1,0,90,10,Poland,37
2.6111112,2.2,2.4000001,3,5.0106354,,2,Government,,0,0,50,0,Poland,25
3.3333333,3.4000001,3.8,3,4.7874918,10,9,Government,,0,0,45,8,Poland,25
3.5,3.5999999,3,4.3333335,5.3936276,,10,Other,Holland,1,0,100,1,Poland,35
3.3888888,3.8,3.5999999,3,7.8240461,,10,Dispersed Shareholders,,0,0,100,60,Poland,36
4.3333335,4.5999999,4.5999999,3.8333333,6.9077554,,10,Dispersed Shareholders,US,1,0,100,20,Poland,37
2.7222223,2.8,3,2.5,5.1929569,,10,Government,,0,0,60,15,Poland,36
2.8888888,3,2.4000001,3.3333333,6.6846118,,10,Private Individuals,,0,0,10,90,Poland,36
2.0555556,2.5999999,2,1.6666666,6.2728772,0,10,Private Individuals,,0,0,30,5,Poland,36
3.7222223,4.5999999,4,2.8333333,5.0106354,,10,Private Individuals,,0,0,,2,Poland,28
3.0555556,2.8,3.5999999,3.1666667,5.0106354,15,10,Private Individuals,,0,0,100,5,Poland,28
2.8888888,2.5999999,3.2,2.5,4.8675346,,10,Government,,0,0,100,3,Poland,22
2.3333333,2.2,2.8,2.5,5.9914646,,10,Government,,0,0,50,10,Poland,31
2.4444444,3.4000001,2.4000001,2.1666667,6.4769726,,2,"Family owned, family CEO",Germany,1,0,33,1,Poland,20
2.4444444,3,2.8,2,6.6200733,,10,Government,Poland,0,1,50,5,Poland,20
2.2222223,3,2.4000001,1.8333334,4.8675346,,6,Government,,0,0,95,5,Poland,20
2.6666667,3.4000001,2.5999999,2.3333333,5.2983174,70,3,Government,,0,0,80,15,Poland,20
2.8333333,3.2,2.8,3.1666667,5.6347895,,10,Private Individuals,,0,0,100,15,Poland,24
3.1666667,3.2,3.8,3.3333333,5.0751739,,10,Government,,0,0,6,94,Poland,24
1.6111112,2,1.2,1.8333334,5.1357985,80,6,Other,,0,0,33,1,Poland,24
3.6111112,3.8,4.1999998,3.1666667,5.2470241,,10,Government,,0,0,90,15,Poland,35
2.1176472,2,3.2,1.3333334,4.7449322,,10,Government,,0,0,33,1,Poland,27
3.2777777,4.4000001,2.8,3,5.5834961,,10,Dispersed Shareholders,,0,0,100,25,Poland,28
